tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
8081	Poecilia reticulata	103478702	0	live	LOC103478702		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG16	NC_024346.1	20990678	20991831	plus	1		
8081	Poecilia reticulata	103477718	0	live	LOC103477718		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG16	NC_024346.1	2854660	2855372	minus	2		
8081	Poecilia reticulata	103477358	0	live	LOC103477358		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG15	NC_024345.1	26649185	26652582	minus	6		
8081	Poecilia reticulata	103476467	0	live	LOC103476467		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|uncharacterized protein LOC103476467		LG2	NC_024332.1	1272503	1290408	plus	16		
8081	Poecilia reticulata	103474719	0	live	LOC103474719		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		LG13	NC_024343.1	13669775	13673111	plus	7		
8081	Poecilia reticulata	103474560	0	live	LOC103474560		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG2	NC_024332.1	5979226	5980565	minus	1		
8081	Poecilia reticulata	103474001	0	live	LOC103474001		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG12	NC_024342.1	22690065	22690524	minus	1		
8081	Poecilia reticulata	103473974	0	live	LOC103473974		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG12	NC_024342.1	22936731	22941969	plus	2		
8081	Poecilia reticulata	103467922	0	live	LOC103467922		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG7	NC_024337.1	13038174	13038837	minus	1		
8081	Poecilia reticulata	103466864	0	live	LOC103466864		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG7	NC_024337.1	565890	573465	plus	4		
8081	Poecilia reticulata	103466398	0	live	LOC103466398		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG6	NC_024336.1	27910248	27915443	minus	7		
8081	Poecilia reticulata	103463015	0	live	LOC103463015		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG3	NC_024333.1	34199889	34200530	minus	1		
8081	Poecilia reticulata	103461254	0	live	LOC103461254		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8081	Poecilia reticulata	103461121	0	live	LOC103461121		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8081	Poecilia reticulata	103459768	0	live	LOC103459768		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG23	NC_024353.1	17366292	17367943	plus	3		
8081	Poecilia reticulata	103459733	0	live	LOC103459733		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG1	NC_024331.1	2831939	2835045	minus	1		
244447	Cynoglossus semilaevis	103399484	0	live	LOC103399484		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
244447	Cynoglossus semilaevis	103396853	0	live	LOC103396853		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		20	NC_024326.1	15177463	15178683	minus	1		
244447	Cynoglossus semilaevis	103396803	0	live	LOC103396803		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		20	NC_024326.1	14031985	14033391	plus	1		
244447	Cynoglossus semilaevis	103396590	0	live	LOC103396590		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		20	NC_024326.1	11881537	11905095	plus	9		
244447	Cynoglossus semilaevis	103396402	0	live	LOC103396402		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		20	NC_024326.1	8950294	8953829	plus	7		
244447	Cynoglossus semilaevis	103395279	0	live	LOC103395279		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		19	NC_024325.1	11264586	11265761	minus	1		
244447	Cynoglossus semilaevis	103384956	0	live	LOC103384956		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		1	NC_024307.1	20657564	20661470	minus	7		
244447	Cynoglossus semilaevis	103384748	0	live	LOC103384748		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		10	NC_024316.1	5924145	5928598	plus	4		
244447	Cynoglossus semilaevis	103384034	0	live	LOC103384034		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		9	NC_024315.1	14230587	14232002	plus	1		
244447	Cynoglossus semilaevis	103384030	0	live	LOC103384030		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		9	NC_024315.1	13920194	13921721	minus	2		
244447	Cynoglossus semilaevis	103380446	0	live	LOC103380446		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 14-like|tripartite motif-containing protein 16-like		6	NC_024312.1	16719224	16728428	plus	10		
144197	Stegastes partitus	103375891	0	live	LOC103375891		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007581340.1	7	802	minus	1		
144197	Stegastes partitus	103375717	0	live	LOC103375717		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007580542.1	9	809	minus	1		
144197	Stegastes partitus	103375330	0	live	LOC103375330		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007580284.1	4541	5107	minus	1		
144197	Stegastes partitus	103371049	0	live	LOC103371049		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007579249.1	119260	119960	minus	1		
144197	Stegastes partitus	103369690	0	live	LOC103369690		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007579050.1	48565	54593	minus	10		
144197	Stegastes partitus	103368551	0	live	LOC103368551		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578902.1	130442	132771	plus	2		
144197	Stegastes partitus	103367595	0	live	LOC103367595		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578798.1	227304	230621	minus	4		
144197	Stegastes partitus	103365174	0	live	LOC103365174		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578547.1	351476	355831	plus	2		
144197	Stegastes partitus	103363819	0	live	LOC103363819		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007577746.1	1582059	1583483	plus	2		
144197	Stegastes partitus	103362880	0	live	LOC103362880		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578343.1	340931	341626	plus	1		
144197	Stegastes partitus	103362873	0	live	LOC103362873		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578343.1	341814	355269	plus	8		
144197	Stegastes partitus	103359744	0	live	LOC103359744		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578124.1	4686	11943	minus	7		
144197	Stegastes partitus	103358241	0	live	LOC103358241		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007578029.1	288152	297323	plus	16		
144197	Stegastes partitus	103355863	0	live	LOC103355863		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007577901.1	528889	536913	minus	8		
144197	Stegastes partitus	103355792	0	live	LOC103355792		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007577899.1	399872	410354	plus	8		
144197	Stegastes partitus	103352829	0	live	LOC103352829		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_007577784.1	897865	902794	minus	4		
1868482	Carlito syrichta	103275943	0	live	LOC103275943		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
1230840	Orycteropus afer afer	103214070	0	live	LOC103214070		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006921605.1	7425453	7435338	minus	7		
7868	Callorhinchus milii	103177242	0	live	LOC103177242		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006890071.1	8110685	8136186	plus	6		
7868	Callorhinchus milii	103175947	0	live	LOC103175947		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006890065.1	1886874	1888894	plus	1		
48698	Poecilia formosa	103155557	0	live	LOC103155557		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103155442	0	live	LOC103155442		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103155423	0	live	LOC103155423		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103153136	0	live	LOC103153136		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103152607	0	live	LOC103152607		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103152546	0	live	LOC103152546		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103152447	0	live	LOC103152447		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103151830	0	live	LOC103151830	trim16l	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
48698	Poecilia formosa	103151689	0	live	LOC103151689		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103151677	0	live	LOC103151677		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103151674	0	live	LOC103151674		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103151169	0	live	LOC103151169		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103144588	0	live	LOC103144588		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103142689	0	live	LOC103142689		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103142064	0	live	LOC103142064		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103138023	0	live	LOC103138023		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103137948	0	live	LOC103137948		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103137689	0	live	LOC103137689		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103136476	0	live	LOC103136476		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103135704	0	live	LOC103135704		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103135702	0	live	LOC103135702		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103133133	0	live	LOC103133133		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103132434	0	live	LOC103132434		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
48698	Poecilia formosa	103130463	0	live	LOC103130463		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
176946	Python bivittatus	103049269	0	live	LOC103049269		ubiquitin-like protein ISG15	ubiquitin-like protein ISG15		Un							
7994	Astyanax mexicanus	103040293	0	live	LOC103040293		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7994	Astyanax mexicanus	103035773	0	live	LOC103035773		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		3	NC_035899.1	48578803	48618075	plus	14		
7994	Astyanax mexicanus	103035075	0	live	LOC103035075		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7994	Astyanax mexicanus	103028999	0	live	LOC103028999		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like|tripartite motif-containing protein 16-like		3	NC_035899.1	67515932	67528356	plus	6		
74533	Panthera tigris altaica	102961798	0	live	LOC102961798		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8469	Chelonia mydas	102940179	0	live	LOC102940179		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006649068.1	2825414	2842510	plus	6		
8469	Chelonia mydas	102937006	0	live	LOC102937006		ubiquitin-like protein ISG15-like	ubiquitin-like protein ISG15-like		Un	NW_006698817.1	147475	148084	minus	2		
28737	Elephantulus edwardii	102853440	0	live	LOC102853440		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006399798.1	6607422	6615440	minus	8		
32507	Neolamprologus brichardi	102799669	0	live	LOC102799669		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272242.1	327685	331920	minus	4		
32507	Neolamprologus brichardi	102798795	0	live	LOC102798795		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272193.1	576610	577419	plus	1		
32507	Neolamprologus brichardi	102797912	0	live	LOC102797912		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272008.1	5334319	5335582	minus	1		
32507	Neolamprologus brichardi	102797611	0	live	LOC102797611		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272008.1	5247402	5279265	plus	2		
32507	Neolamprologus brichardi	102796679	0	live	LOC102796679		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272066.1	3146911	3153275	plus	4		
32507	Neolamprologus brichardi	102795639	0	live	LOC102795639		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272263.1	158491	175703	minus	3		
32507	Neolamprologus brichardi	102795601	0	live	LOC102795601		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272113.1	83027	87864	minus	2		
32507	Neolamprologus brichardi	102795356	0	live	LOC102795356		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272313.1	55455	70444	minus	3		
32507	Neolamprologus brichardi	102795120	0	live	LOC102795120		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272096.1	574918	579371	minus	7		
32507	Neolamprologus brichardi	102795034	0	live	LOC102795034		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272004.1	15882983	15891201	plus	7		
32507	Neolamprologus brichardi	102793559	0	live	LOC102793559		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006277929.1	13	1149	minus	3		
32507	Neolamprologus brichardi	102791049	0	live	LOC102791049		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272040.1	4661141	4668902	minus	16		
32507	Neolamprologus brichardi	102790181	0	live	LOC102790181		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272042.1	617351	619312	minus	2		
32507	Neolamprologus brichardi	102788036	0	live	LOC102788036		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272273.1	58044	73481	plus	2		
32507	Neolamprologus brichardi	102787130	0	live	LOC102787130		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272174.1	636976	643794	plus	3		
32507	Neolamprologus brichardi	102786822	0	live	LOC102786822		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272174.1	631768	632877	plus	1		
32507	Neolamprologus brichardi	102786434	0	live	LOC102786434		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272277.1	81769	84653	minus	5		
32507	Neolamprologus brichardi	102784757	0	live	LOC102784757		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272110.1	24320	27605	minus	4		
32507	Neolamprologus brichardi	102784066	0	live	LOC102784066		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272022.1	4166432	4168912	minus	2		
32507	Neolamprologus brichardi	102783714	0	live	LOC102783714		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272066.1	3110902	3125244	plus	10		
32507	Neolamprologus brichardi	102783562	0	live	LOC102783562		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272009.1	1690587	1694558	minus	4		
32507	Neolamprologus brichardi	102783266	0	live	LOC102783266		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272004.1	656247	665404	minus	2		
32507	Neolamprologus brichardi	102781513	0	live	LOC102781513		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272004.1	72993	78488	plus	4		
32507	Neolamprologus brichardi	102781460	0	live	LOC102781460		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272024.1	1120762	1125448	plus	5		
32507	Neolamprologus brichardi	102781174	0	live	LOC102781174		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272024.1	1112401	1120430	plus	6		
32507	Neolamprologus brichardi	102779999	0	live	LOC102779999		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272213.1	594511	625084	plus	2		
32507	Neolamprologus brichardi	102778465	0	live	LOC102778465		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006272140.1	1499966	1502905	plus	3		
225400	Myotis davidii	102771562	0	live	LOC102771562	MDA_GLEAN10010984, HERC5	E3 ISG15--protein ligase HERC5	E3 ISG15--protein ligase HERC5|HECT and RLD domain containing E3 ubiquitin protein ligase 5		Un							
225400	Myotis davidii	102765870	0	live	LOC102765870	MDA_GLEAN10007989	E3 ISG15--protein ligase HERC5	E3 ISG15--protein ligase HERC5		Un							
9713	Leptonychotes weddellii	102737445	0	live	LOC102737445		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un	NW_006385866.1	58960	63745	minus	2		
7918	Lepisosteus oculatus	102699180	0	live	LOC102699180		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG23	NC_023201.1	12926222	12932264	plus	6		
7918	Lepisosteus oculatus	102697243	0	live	LOC102697243		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG12	NC_023190.1	31201655	31221594	minus	17		
7918	Lepisosteus oculatus	102693546	0	live	LOC102693546		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG5	NC_023183.1	1826787	1833948	plus	6		
7918	Lepisosteus oculatus	102689818	0	live	LOC102689818		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG10	NC_023188.1	41706491	41714952	plus	10		
7918	Lepisosteus oculatus	102689412	0	live	LOC102689412		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG10	NC_023188.1	41689168	41698965	plus	12		
7918	Lepisosteus oculatus	102687977	0	live	LOC102687977		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG10	NC_023188.1	41481413	41486961	minus	7		
7918	Lepisosteus oculatus	102687530	0	live	LOC102687530		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7918	Lepisosteus oculatus	102685491	0	live	LOC102685491		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
7918	Lepisosteus oculatus	102684521	0	live	LOC102684521		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		LG5	NC_023183.1	73397	75243	plus	1		
7918	Lepisosteus oculatus	102683082	0	live	LOC102683082		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
8496	Alligator mississippiensis	102563553	0	live	LOC102563553		E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
30538	Vicugna pacos	102529539	0	live	LOC102529539		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
419612	Camelus ferus	102506352	0	live	LOC102506352	CB1_000265064	E3 ubiquitin/ISG15 ligase TRIM25	E3 ubiquitin/ISG15 ligase TRIM25		Un							
246437	Tupaia chinensis	102500384	0	live	LOC102500384		E3 ubiquitin/ISG15 ligase TRIM25-like	LOW QUALITY PROTEIN: E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
13735	Pelodiscus sinensis	102461130	0	live	LOC102461130		E3 ubiquitin/ISG15 ligase TRIM25-like	E3 ubiquitin/ISG15 ligase TRIM25-like		Un							
59463	Myotis lucifugus	102441480	0	live	LOC102441480		E3 ISG15--protein ligase HERC5-like	E3 ISG15--protein ligase HERC5-like		Un							
